name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
De Zeven bronnen;;;;;Lovendaalhoeve  30;Maastricht;6221;NL;Netherlands;50.860.208;5.725.890;Dagelijks van 10.00 uur tot 18.00 uur.;4b768746-8fd0-48d1-a349-77255e4cdde3;13 feb 2010 11:04;;;;;;;;;
Vrijthof 20a;;;;;Vrijthof 20;Maastricht;6211;NL;Netherlands;50.848.440;5.688.671;"Donderdagavond van 19-21 uur, 
Vrijdag van 13-18 uur, 
Zaterdag van 13-17 uur, 
Koopzondagen 13-18 uur";4b76874c-3414-49b1-8a22-77255e4cdde3;13 feb 2010 11:04;;;;;;;;;
Bruls en co;;;;;Alexander Battalaan  51;Maastricht;6211 CB;NL;Netherlands;50.849.256;5.703.634;kantooruren;4b768756-20f4-4808-95b0-77255e4cdde3;13 feb 2010 11:04;;;;;;;;;
Regionaal Historisch Centrum Limburg;;043-3285500;;http://www.rhcl.nl;Sint Pieterstraat  7;Maastricht;6211 JM;NL;Netherlands;50.845.685;5.692.470;Elke werkdag van 9.00 uur tot 17.00 uur;4b8ddf3d-cfe8-4cb4-81ba-0b4bc3165e35;3 mrt 2010 04:02;;;;;;;;;
Tijdelijke expositieruimte;;;;;Bouillonstraat 14;Maastricht;6211 LH;NL;Netherlands;50.846.745;5.687.607;11 t/m 21 maart van 11.00 tot 19.00 uur en op afspraak.;4b8ddf40-d270-4a7e-bb84-0b4bc3165e35;3 mrt 2010 04:02;;;;;;;;;
Kunsthuis Theo Hubens;;043-3255318;theo.hubens@kunsthuis-theohubens.nl;http://www.kunsthuis-theohubens.nl;Cortenstraat  6;Maastricht;6211 HT;NL;Netherlands;50.846.899;5.692.269;Donderdag en vrijdag 13.00-17.00 uur, zaterdag en zondag 11.30-17.00 uur en op afspraak (aan te raden voor wie van ver komt).;4b99bcbe-b600-45f0-a9b4-5fd2c3165e35;12 mrt 2010 04:02;;;;;;;;;
Garage Kerbusch;;043-3213402;;;Luikerweg 11;Maastricht;6212 ET;NL;Netherlands;50.839.861;5.687.529;;4bd11bc1-0f70-4951-aafe-5f31c3165e35;23 apr 2010 04:02;;;;;;;;;
Sint Servaasbasiliek;;;;;Keizer Karelplein 3;Maastricht;6211 BZ;NL;Netherlands;50.849.607;5.686.455;;4be390c3-e414-4070-bfe5-4f12c3165e35;7 mei 2010 04:02;;;;;;;;;
Museum voor Moderne Kunst Arnhem;The MMKA, a stylish former social club, sits on top of a lateral moraine with a fantastic view on the banks of the Rhine. It’s diverse collection contains modern and contemporary figurative art as well as decorative arts and design from around 1900 to the present. The collection of works by Magic Realists is especially renowned.;+31(0)26 377 53 00;;http://www.mmkarnhem.nl/;Utrechtseweg 87;Arnhem;6812 AA;NL;Netherlands;51.985.558;5.892.290;"Tuesday – Friday 10 a.m. – 5 p.m.
Saturday, Sunday, and holidays 11 a.m.-5 p.m";49bce331-1ed8-4d3d-ad75-267b5e4cdde3;27 jul 2009 20:24;;;;;;;;;
ArtEZ dependance;One of the location of art academy ArtEZ.;;;;Oude Kraan 26-34;Arnhem;;NL;Netherlands;51.982.220;5.899.752;daily 12.00 – 17.00 hrs, mon. to fri. 19.00 – 21.00 hrs;4a3b86b9-1ec4-4ef1-aaa8-774a5e4cdde3;19 jun 2009 12:38;;;;;;;;;
Rietveldgebouw;One of the locations of the Artez Art Academy.;;;;Onderlangs 9;Arnhem;6812 CE;NL;Netherlands;51.983.509;5.894.602;"daily 12.00 – 17.00 hrs, mon. to fri. 19.00 – 21.00 hrs
";4a3b8762-72e4-470f-a3c9-33b05e4cdde3;19 jun 2009 12:41;;;;;;;;;
Messina;One of the locations of the Artez Art Academy;;;;Oude Oeverstraat 120;Arnhem;;NL;Netherlands;51.980.632;5.905.069;;4a3b880a-d268-4444-a2bf-774a5e4cdde3;19 jun 2009 12:43;;;;;;;;;
Divers;Een overzicht van diverse voorstellingen, tentoonstellingen en optredens op verschillende locaties.;;;; ;Arnhem;0;NL;Netherlands;51.979.730;5.912.403;;4a6dae29-d1f4-4598-9627-63d85e4cdde3;21 aug 2009 15:26;;;;;;;;;
Dudok Cafe Brasserie;Café Brasserie Dudok Arnhem is gevestigd in een rijksmonumentaal pand, de voormalige Van Ranzow Bank. Een prima plek om af te spreken en elke maand een hele diverse agenda!   Café Brasserie Dudok Arnhem is de jongste loot aan de Dudok-boom.;026-3511872;arnhem@dudok.nl;http://www.dudok.nl;Koningstraat 40;Arnhem;6811 DH;NL;Netherlands;51.979.551;5.910.758;Maandag 09.00 - 24.00 uur Dinsdag 09.00 - 24.00 uur Woensdag 09.00 - 24.00 uur Donderdag 09.00 - 24.00 uur Vrijdag 09.00 - 01.00 uur Zaterdag 09.00 - 01.00 uur Zondag 10.00 - 23.00 uur;4a6dbb9d-0454-4989-8591-59045e4cdde3;27 jul 2009 14:37;;;;;;;;;
Boekhandel ONGERIJMD;ONGERIJMD is een boekhandel in Arnhem, gespecialiseerd in poëzie, kunst, filosofie, land­schap en geschiedenis. Naast boeken vindt u er kaarten, posters, cadeaus en kunst­producten (o.a. volledige assortiment Plint!).  U kunt bij ONGERIJMD alle leverbare boeken kopen, ook buiten de specialisaties, Nederlands­talig zowel als niet-Nederlandstalig.;026-4458758;info@boekhandelongerijmd.nl;http://www.boekhandelongerijmd.nl;Nieuwstad 38;Arnhem;6811 BL;NL;Netherlands;51.981.505;5.912.005;Dinsdag 10.00 - 18.00 uur  Woensdag 10.00 - 18.00 uur  Donderdag 10.00 - 21.00 uur  Vrijdag 10.00 - 18.00 uur  Zaterdag 10.00 - 17.00 uur  Koopzondag 12.00 - 17.00 uur;4a6dc5b9-2ec4-4585-8f63-70155e4cdde3;27 jul 2009 15:20;;;;;;;;;
Spoorzicht Kunst en Design;Spoorzicht is een initiatief van Essent. Gehuisvest in Essent-kantoor de Parktoren, gelegen aan het spoor met uitzicht op de perrons. Spoorzicht wil een plek zijn waarbij de grenzen van het experiment op het gebied van kunst en design worden gezocht.;;;http://www.spoorzichtkunstendesign.nl;Nieuwe Stationsstraat  20;Arnhem;6811 KS;NL;Netherlands;51.979.730;5.912.403;Tijdens kantooruren van maandag t/m vrijdag.;4a6dc5e5-75e0-4098-84c9-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
Bibliotheek Arnhem;De Bibliotheek is vrij toegankelijk voor het lezen van kranten, tijdschriften en boeken en het gebruik van digitale bestanden en internet, Als u materialen wilt lenen, heeft u een lenerspas nodig. U kunt daarmee boeken, tijdschriften en audiovisuele media lenen zoals cd's, luisterboeken en dvd's. Voor audiovisuele media betaalt u leengeld.;026-3543111;info@bibliotheekarnhem.nl;http://www.bibliotheekarnhem.nl;Koningstraat 26;Arnhem;6811 DG;NL;Netherlands;51.980.343;5.910.343;;4a6dcb7d-4694-4936-aa6e-742e5e4cdde3;27 jul 2009 15:45;;;;;;;;;
Stichting Gelre Galeries;Activiteiten Vormen van samenwerking die de Stichting zelf realiseert zijn de jaarlijkse Galeriewandeling en fietstocht, een kunstbeurs en de prent/het object van de maand.  Galeriewandeling en fietstocht Tien jaar geleden is de eerste galeriewandeling georganiseerd, als opening van het Arnhemse expositieseizoen.;;info@gelregaleries.nl;http://www.gelregaleries.nl;Emmastraat 17;Arnhem;6828 HA;NL;Netherlands;51.983.008;5.922.388;De Openingstijden verschillen per galerie. Kijk voor meer informatie op www.gelregaleries.nl;4a6dd33f-e5bc-4283-a70a-59055e4cdde3;27 jul 2009 16:18;;;;;;;;;
Stadssociëteit Arnhem;De Stadssociëteit is een cafe waar kunst en cultuur hoog in het vaandel staat. Hier kunt u inspiratie opdoen terwijl u zich onderwijl laat verwennen door een muzikaal intermezzo, een pittige discussie en een lekker maal. De Sociëteit is een pleisterplaats voor discussie over en de manifestatie van kunst en cultuur in de breedste zin.;6811 CJ;info@stadssocieteit.nl;http://www.stadssocieteit.nl;markt 31;Arnhem;6811 CJ;NL;Netherlands;51.978.252;5.909.977;Maandag 09:30 - 22:30 uur  Dinsdag 09:30 - 22:30 uur  Woensdag 09:30 - 22:30 uur  Donderdag 09:30 - 22:30 uur  Vrijdag 09:30 - 22:30 uur  Zaterdag 11:00 - 18:00 uur  Zondag 15:30 - 23:00 uur;4a6debde-0688-4c5b-910b-63d35e4cdde3;27 jul 2009 18:03;;;;;;;;;
Nederlands Openluchtmuseum;Het museum bruist van het leven. U ontmoet er boeren en - boerinnen, de wasbaas in de wasserij, de radmaker en de smid, de visser en de molenaar. Zij vertellen over hun leven en hun werk en er is altijd van alles te doen.   In 1912 richtten een aantal 'bezorgde' particulieren in Arnhem een openluchtmuseum op.;026-3576111;info@openluchtmuseum.nl;http://www.openluchtmuseum.nl;Schelmseweg 89;Arnhem;6816 SJ;NL;Netherlands;52.007.656;5.907.399;;4a6e073c-0bc4-47f6-81f9-742e5e4cdde3;27 jul 2009 19:59;;;;;;;;;
Subwalk;Urban art + culture. Shop and exhibtionspace;;;http://www.subwalk.nl;"Hommelstraat 65
";Arnhem;6828 AJ ARNHEM;NL;Netherlands;51.985.307;5.914.231;"Monday		closed
Tuesday - Wednesday 12.00 h - 18.00 h
Thursday		12.00 h - 20.00 h
Friday		12.00 h - 18.00 h
Saturday		12.00 h - 17.30 h";4a8beb0e-25cc-4ade-9752-29b15e4cdde3;19 aug 2009 12:58;;;;;;;;;
Kunstbedrijf Arnhem/ Het Domein;"Kunstbedrijf Arnhem is een samenwerkingsverband van 
Het Domein van kunst en cultuur en stichting Beleven.";026-3537756;;http://www.kunstbedrijfarnhem.nl;Mari;Arnhem;6811 CS;NL;Netherlands;51.979.730;5.912.403;"Maandag t/m vrijdag van 9.00 tot 17.00 uur.
";4abaef3c-b0cc-49cd-9f22-0238c3165e35;24 sep 2009 04:02;;;;;;;;;
Bezoekerscentrum Sonsbeek;Bezoekerscentrum Sonsbeek is het ideale uitgangspunt voor wandelingen door de Arnhemse stadsparken Sonsbeek, Zijpendaal en Gulden Bodem. Over deze maar ook over de andere parken en natuurgebieden in Arnhem vindt u alle informatie bij de infobalie. Het Bezoekerscentrum is gevestigd in de voormalige 18e eeuwse molenschuur bij de Witte Watermolen aan de rand van Park Sonsbeek.;026 4450660;;http://www.bezoekerscentrumsonsbeek.nl;Zijpendaalseweg 24;Arnhem;6814 CL;NL;Netherlands;51.987.850;5.901.093;"Dinsdag t/m vrijdag van 10.00 tot 17.00 uur  
Zaterdag en zondag van 11.00 tot 17.00 uur
";4ac2d83c-cc70-41e0-b85e-210fc3165e35;30 sep 2009 04:02;;;;;;;;;
Nederlands Watermuseum;Het Nederlands Watermuseum is een eigentijds en interactief museum over alle aspecten rond zoet water in Nederland, maar ook in de rest van de wereld. Zoet water wordt steeds schaarser in de wereld. Er worden zelfs oorlogen gevoerd om zoet water en de verwachting is dat water net zo kostbaar wordt als olie. Niet voor niets dus is deze eeuw door de VN uitgeroepen tot eeuw van het zoete water.;026-4452548;info@watermuseum.nl;http://www.watermuseum.nl;Zijpendaalseweg 26-28;Arnhem;6814 CL;NL;Netherlands;51.988.257;5.900.679;"Het museum is geopend van dinsdag tot en met zondag van 10.00 uur tot 17.00 uur.
Op maandag zijn wij gesloten met uitzondering van de schoolvakanties en tweede paasdag en tweede pinksterdag. Let op de vakantiespreiding van uw school: wij houden ons aan de landelijke norm voor vakantiespreiding.
Het Waterlab is in het weekend geopend van 12.30 tot 16.00. Ook wordt het Waterlab ingezet voor kinderfeestjes op woensdag- en vrijdagmiddag en tijdens schoolbezoeken.
Het Nederlands Watermuseum is gesloten op eerste kerstdag, Koninginnedag en nieuwjaarsdag.";4ae12abc-a504-405b-b601-3d54c3165e35;23 okt 2009 04:02;;;;;;;;;
Korenmarkt;Het uitgaansaanbod in Arnhem richt zich voornamelijk op de Korenmarkt, Jansplaats, Jansplein en Rijnkade. De Korenmarkt maakt deel uit van het uitgaanscentrum van Arnhem. Kroegjes en grand caf;;;;Korenmarkt ;Arnhem;6811 GV;NL;Netherlands;51.982.443;5.904.480;;4ae913bf-e11c-4d6d-8fc4-3fa1c3165e35;29 okt 2009 04:02;;;;;;;;;
Het Hoofdkwartier;"In Het Hoofdkwartier aan de Oude Kraan bevindt zich op de begane grond een oude kluis van 4 x 6 meter met een 4 meter hoog plafond. 
De beeldend kunstenaars Mieke Gresnigt en Oscar Lourens zagen de mogelijkheden van deze klassieke 'white cube' en besloten een tentoonstellingsruimte te beginnen.";;nolda@hethoofdkwartier.nl;http://www.hethoofdkwartier.nl;Oude Kraan 72;Arnhem;6811 LL;NL;Netherlands;51.982.747;5.897.987;De Kluis is geopend op werkdagen tussen 10.00 en 17.00 uur en op afspraak.;4b0ab783-8c20-4cd1-88c3-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Max Brothers;Max Brothers is een uitgaansgelegenheid in het centrum van Arnhem. Vernieuwend en multifunctioneel. Met haar geheel eigentijdse moderne aankleding en uitgaansconcept is Max Brothers een aanwinst voor het Arnhemse uitgaansleven te noemen.;026-4422694;info@maxbrothers.nl;http://www.maxbrothers.nl;Roermondsplein 31;Arnhem;6811 JN;NL;Netherlands;51.979.915;5.902.321;De hele week vanaf 16.00 geopend behalve op dinsdag. Dan is Max Brothers gesloten;4b46ae3e-680c-468e-b058-28b7c3165e35;8 jan 2010 04:02;;;;;;;;;
Kasteel Doorwerth;Doorwerth is een van oorsprong 13de-eeuws kasteel in de uiterwaarden. Op de stuwwal erachter ligt een afwisselend landschap met bossen, akkers en weilanden.;026-3333420;;http://www.mooigelderland.nl;Fonteinallee 2;Arnhem;6865 ND;NL;Netherlands;51.967.827;5.784.574;"Dinsdag t/m vrijdag 10:00 - 17:00 uur 
Zaterdag 13:00 - 17:00 uur
Zondag 11:00 - 17:00 uur
Laatste toegang om 16:00 uur
 
Gesloten: Koninginnedag, eerste kerstdag, oud-en nieuwjaarsdag. 
Geopend: 1e en 2e paasdag, 1e en 2e pinksterdag, 2e kerstdag en Hemelvaartsdag als op zondag. 
Extra openstelling op de maandagen in de kerstvakantie: 21 en 28 december 2009 van 10.00 - 17.00 uur.";4b5a74be-379c-4051-8d83-5581c3165e35;23 jan 2010 04:02;;;;;;;;;
Kasteel Rosendael;Midden in het park Rosendael bevindt zich het kasteel, de voormalige residentie van de graven en hertogen van Gelre. Sinds de 17e eeuw zijn het kasteel en het park een beroemde attractie en nog steeds een bezoek waard. Het Park is een uitgestrekt landschapspark met vijvers, watervallen, bijzondere boomsoorten, heesters en kuipplanten.;026-3644645;;http://www.mooigelderland.nl;Rosendael 1;Arnhem;6891 DA;NL;Netherlands;52.009.749;5.962.708;"15 april t/m 31 oktober dinsdag t/m zondag van 11:00 - 17:00 uur.
dinsdag t/m zaterdag rondleidingen om 11:30, 13:00, 14:30 en 16:00 uur.
zondag rondleidingen om 11:30, 13:00, 13:45, 14:30, 15:15 en 16:00 uur.";4b5a74c1-d7e4-4ff2-b0ed-5581c3165e35;23 jan 2010 04:02;;;;;;;;;
Popcentrum Jacobiberg;"Popcentrum Jacobiberg is het mekka voor de popmuzikant in Arnhem.  Op de Jacobiberg vind je een groot scala aan activiteiten en faciliteiten gericht op de popmuzikant en popliefhebber.


FACILITEITEN
Er zijn vier oefenruimtes, een 24 sporen opnamestudio, een zaal voor feesten en concerten en een kleinere zaal voor onder andere theatergroepen, dansgroepen, cursussen en vergaderingen.";026 - 44 22 106 ;postmaster @ jacobiberg.nl;http://www.jacobiberg.nl;Thomas A Kempislaan 15;Arnhem;6822 LR;NL;Netherlands;51.993.407;5.921.182;;4b768745-4ab8-4307-8306-77255e4cdde3;13 feb 2010 11:04;;;;;;;;;
CoBrA Museum;The Cobra Museum of Modern Art, located in the centre of Amstelveen, is housed in a splendid building designed by the well-known Dutch architect Wim Quist. Inside, the museum’s open exhibition spaces are an unexpected bonus. Their pervading daylight and visible closeness to nature set a positive mood for looking at the art exhibits.;+31 (0)20 5475050;info@cobra-museum.nl;http://www.cobra-museum.nl/;Sandbergplein 1;Amstelveen;1181 ZX;NL;Netherlands;52.303.571;4.857.149;"Tuesday to Sunday
11.00 - 17.00 hours ";49c77d4a-b4b8-4591-8a6b-64745e4cdde3;19 feb 2010 13:26;;;;;;;;;
Canvas International Art;Founded in 1995, Canvas presents and promotes the work of young contemporary artists from Asia, Latin America and Australia. It organises exhibitions either in its own gallery, or in conjunction with museums and other art institutions.;+31 20 428 60 40;canvas@euronet.nl;http://www.canvas-art.nl;Fokkerlaan 46;Amstelveen;1185 JC;NL;Netherlands;52.299.243;4.852.832;Thu-Sat 14.00-18.00;4a27bab9-3d40-49d0-b094-6f5c5e4cdde3;4 jun 2009 12:15;;;;;;;;;
Museum Jan van der Togt;Hedendaagse kunst.;;jvdtogt@xs4all.nl;http://www.jvdtogt.nl;Dorpsstraat 50;Amstelveen;1182 JE;NL;Netherlands;4.846.612;52.302.395;Open wo t/m zo, 2e paasdag, 2e pinksterdag 13.00-17.00 uur. Gesloten: nieuwjaarsdag, 1e kerstdag;4a9f9536-eab4-4eba-8ffe-7db35e4cdde3;3 sep 2009 10:06;;;;;;;;;
Extrabold;"Extrabold, a shop as well as gallery has so far executed numerous exhibitions, showing work from Alexone, Insa, Dave the Chimp, Hell'O Monsters, Veenom and many more . Extrabold set up an exclusive gallery space for inspirational work from an emerging art scene that has been dubbed as \Contemporary Urban\"". """;+352 26 64 96 03;mail@extrabold.eu;http://www.extrabold.eu;24, av. de la Liberté;Luxembourg;L-1930;LU;Luxembourg;49.610.004;6.129.596;"Monday - Saturday
10h00 - 18h00";49d4b074-9054-4c91-ab20-26365e4cdde3;2 apr 2009 12:33;;;;;;;;;
MUDAM;Mudam Luxembourg: Musée d’Art Moderne Grand-Duc Jean. «Be the Artists’ Guest» is the guiding concept of Mudam. Open to the many ways of expression used today, it gives carte blanche to artists and designers to put together the form and content of this new art venue which aims to be alive with exchange and education. ;+352 45 37 85-960;info@mudam.lu;http://www.mudam.lu/;"3, Park Dräi Eechelen

";Luxembourg;L-1499 Luxembourg;LU;Luxembourg;49.610.004;6.129.596;"Wednesdays 11am – 8pm.
Thursdays to Mondays 11am – 6pm.
Closed on Tuesdays.";4a0c278b-3e5c-4735-a21d-1c6d5e4cdde3;14 mei 2009 14:15;;;;;;;;;
Casino Luxembourg - Forum d'art contemporain;In March 1996, three months after the end of \Luxembourg;" European City of Culture 1995\""";" the Casino Luxembourg became what it is today: Luxembourg's first forum of contemporary art. Its aim is to present today's visual arts with all their diversity and complexity.""";(+352) 22 50 45;info@casino-luxembourg.lu ;http://www.casino-luxembourg.lu;41, rue Notre-Dame;Luxembourg;L-2013 Luxembourg ;LU;Luxembourg;49.609.932;6.126.996;"Monday, Wednesday, Friday from 11 a.m. to 7 p.m.,
Thursday from 11 a.m. to 8 p.m.,
Saturday, Sunday and public holidays from 11 a.m. to 6 p.m.,
Tuesday closed";4a0c3124-f05c-4008-8185-38f55e4cdde3;1 mrt 2010 07:47;;;;;;;
Alice Gallery;"Artists Living In Constant Elevation
 A.L.I.C.E.'s activities include: curatorship, production, edition and creative consultancy.
A.L.I.C.E. 's spaces are the shop - the Project Room - the gallery.
A.L.I.C.E. since 2005.
A.L.I.C.E. is right at the center of Brussels... You'll find us down the exotic rue Antoine Dansaert, close to the canal.";+32 2 513 33 07;info@alicebxl.com;http://alicebxl.com/;182 rue Antoine Dansaert;Brussels;1000;BE;Belgium;50.852.824;4.342.162;WED. TO SAT. / 12.00 > 18.00;49d4bf28-4ac8-44d1-9bc7-26305e4cdde3;2 apr 2009 13:35;;;;;;;;;
Actionfields Art Gallery;The Temporary Art Gallery Started in 2008 and is an initiative of Vincent Verbist. Actionfields encourages artists in their art practices, explorations and experimentation by offering them an alternative place to show their work in the famous Marollen in the heart of Brussels. Each month Actionfields  shows work of different artists. ;+32-486573263 ;actionfields@gmail.com;http://www.actionfields.be/;Hoogstraat 323;Brussels;BXl 1000;BE;Belgium;50.834.915;4.346.369;"Wednesday 13-17h
Saturday-Sunday 13-17 h
or by appointment ";49dcbc06-312c-4f84-96fb-54bb5e4cdde3;15 mei 2009 13:02;;;;;;;;;
AEROPLASTICS Contemporary ;;+32.253 72202 ;info@aeroplastics.net;http://www.aeroplastics.net/;32 rue Blanche;Brussels;1060;BE;Belgium;50.829.849;4.357.521;"Tuesday-Friday: 11:00-18:00
Saturday: 14:00-18:00
or by appointment, closed Bank Holidays";49dcc49d-1f2c-424e-a4e1-58e65e4cdde3;8 apr 2009 15:38;;;;;;;;;
Galerie Erna Hécey;;+32-2-5020024 ;info@ernahecey.com;http://www.ernahecey.com/;Fabrieksstraat 1c;Brussels;1000;BE;Belgium;50.848.320;4.342.896;Tuesday to Saturday, 2 -7 pm and by appointment;49dcc7cb-a3bc-4267-8909-5f2d5e4cdde3;8 apr 2009 15:52;;;;;;;;;
Galerie Jan Mot;"







";+32 2 514 10 10;office@janmot.com;http://www.janmot.com/;Antoine Dansaertstraat 190;Brussels;1000;BE;Belgium;50.852.907;4.341.938;"Thursday, Friday, Saturday
2 - 6.30 pm
and by appointment";49dcca1d-7efc-48b8-b68c-5b5d5e4cdde3;8 apr 2009 16:01;;;;;;;;;
Argos centre for art + media;"Argos is a Brussels based centre for art and media that was founded in 1989. Over the years the organisation has developed from a distributor of artists' video and film into a broader art centre incorporating also functions as exhibitions, screenings and events, production, conservation and preservation, publishing and the development of a public media library.
";+32 2 229 00 03;info@argosarts.org;http://www.argosarts.org;Werfstraat 13;Brussels;1000;BE;Belgium;50.856.416;4.349.933;tueday-saturday 12.00-19.00;49dcced3-8bf0-47c0-81cc-58e65e4cdde3;8 apr 2009 16:21;;;;;;;;;
Baronian-Francey ;;+32-2-5129295 ;info@baronianfrancey.com;http://www.baronianfrancey.com/;2 Rue Isidore Verheyden;Brussels;B-1050;BE;Belgium;50.833.033;4.360.926;tuesday-saturday 12pm-6pm;49dcd0d0-ba2c-400a-bf13-54eb5e4cdde3;8 apr 2009 16:32;;;;;;;;;
Galerie Catherine Bastide;;+32-2-6462971 ;c.bastide@online.be;http://www.catherinebastide.com/;"Chaussée de Forest 62
";Brussels;1060;BE;Belgium;50.832.000;4.341.000;Tuesday to Saturday, 11 to 6 p.m. and by appointment. ;49dcd288-ce34-4b51-9f20-5b5f5e4cdde3;8 apr 2009 16:40;;;;;;;;;
Artiscope ;"








";+32-2-7355212;artiscope@artiscope.be;http://www.artiscope.be;35 Bld St Michel;Brussels;B-1040;BE;Belgium;50.835.193;4.406.221;"Tuesday to Friday 2pm-6pm
and on invitation";49dcd4f0-2100-4c26-a9be-5b5c5e4cdde3;10 apr 2009 15:46;;;;;;;;;
Crown Gallery;"Crown Gallery is founded in 1997 and located in the Dansaert area of Brussels. 
We support and promote promising young artists , and also co-operate with international well 
known artists. Our program covers painting, photography and video-art , and includes 
regular solo exhibitions at our gallery in Brussels and participations in international art fairs .";00 32 2 514 01 23;jacques.vandaele@skynet.be;http://www.crowngallery.be/;Hopstraat 7;Brussels;1000;BE;Belgium;50.850.980;4.343.791;;49fc6cbd-f5cc-43ab-9911-3d8a5e4cdde3;2 mei 2009 15:54;;;;;;;;;
Sint-Lukasgalerie;Sint-Lukas Gallery Brussels introduces innovative artists from Belgium as wel as foreign countries. Our focus lies on those who announce new developments in the artworld and display the current, evolving zeitgeist.;02 250 11 66;galerie@sintlukas.be;http://www.sintlukas.be/;Haachtsesteenweg 138;Brussels;B-1030;BE;Belgium;50.859.121;4.370.609;"Tue - Fri: 10am – 5pm
Sat: 1pm – 5pm";4a0d68b1-d6e8-4ccc-851f-26675e4cdde3;15 mei 2009 13:05;;;;;;;;;
Komplot;Komplot organizes activities in the field of contemporary art based on the principal of infiltration of public and institutional space. Komplot operates in a nomadic fashion, without a fixed space, exhibiting the work of artists in order to expand its field of action outside of established dedicated art territories. ;+32 494 036 354;info@kmplt.be;http://www.kmplt.be/;17 rue de la Senne;Brussels;B-1000;BE;Belgium;50.849.072;4.341.146;;4a26880a-131c-4781-b635-749f5e4cdde3;3 jun 2009 14:29;;;;;;;;;
Atelier 340 Muzeum;Atelier 340 Muzeum is an independent art centre, created in 1979, for the study and promotion of sculpture and three-dimensional art in Belgium and abroad.;+ 32 (0)2 424 24 12;;http://www.atelier340muzeum.be/;de Rivierendreef 340;Brussels;1090;BE;Belgium;50.880.209;4.322.891;tue. to sun. 14-19 hrs;4a352bc5-e5cc-41b2-9cd3-32a05e4cdde3;14 jun 2009 16:57;;;;;;;;;
BOZAR;The Centre for Fine Arts, a palace of the arts. Immense and yet almost invisible, overlooking the city and yet buried underground, multiple and yet unified, prestigious and yet open to all...this was how Victor Horta imagined the first cultural centre of its kind to be constructed in Europe, the Brussels Centre for Fine Arts. ;+32-2-5078444 ;info@bozar.be ;http://www.bozar.be;Ravensteinstraat 23     ;Brussels;B-1000;BE;Belgium;50.844.325;4.359.342;"From September to June: Monday to Saturday, 11.00 to 19.00. 
In July and August: Monday to Friday, 11.00 to 17.00. ";4a43484a-8e08-40a8-91cf-61c95e4cdde3;25 jun 2009 09:53;;;;;;;;;
Stella Lohaus Gallery;;03. 248 08 71;stella@stellalohausgallery.com;http://www.stellalohausgallery.com/;Vlaamse Kaai 47;Antwerpen;2000;BE;Belgium;51.189.890;4.390.894;Wednesday - Saturday 2-6 pm, and by appointement ;49d4c1b1-d510-4055-ae8d-26315e4cdde3;2 apr 2009 13:47;;;;;;;;;
MuHKA - Museum van Hedendaagse Kunst Antwerpen;MuHKA will be in renovation until 9-9-2009;+32 (0)3 260 99 99;info@muhka.be;http://www.muhka.be/;Leuvenstraat 32;Antwerpen;2000;BE;Belgium;51.211.297;4.390.140;tuesday to sunday 10.00-17.00;49dc7ac3-6844-4677-8771-58e75e4cdde3;8 apr 2009 12:28;;;;;;;;;
Galerie Annette De Keyser;;03-231 90 56;info@annettedekeyser.com;http://www.annettedekeyser.com/;Gen. Belliardstraat 19;Antwerpen;2000;BE;Belgium;51.225.991;4.407.169;wed-sat 14.00 - 18.00;49dc7b35-7f20-4cb6-9299-5f295e4cdde3;8 apr 2009 10:23;;;;;;;;;
BASE-ALPHA Gallery;;03-295 86 36;bart@basealphagallery.com;http://www.basealphagallery.com/;Kattenberg 12;Antwerpen;2140;BE;Belgium;51.215.926;4.434.861;wed-sat 14.00 - 18.00;49dc7b98-a6f0-4257-8a31-5f315e4cdde3;8 apr 2009 10:25;;;;;;;;;
Dagmar De Pooter Gallery;;03-290 85 74;info@dagmardepootergallery.com;http://www.dagmardepootergallery.com/;Pourbusstraat 14;Antwerpen;2000;BE;Belgium;51.208.706;4.390.692;wed-sat 14.00 - 18.00;49dc7bee-02a4-458a-8b56-5b5d5e4cdde3;8 apr 2009 10:26;;;;;;;;;
galerie De Zwarte Panter;;03-233 13 45;galerie@dezwartepanter.be;http://www.artsite.be/zwartepanter;Hoogstraat 70 / 74;Antwerpen;2000;BE;Belgium;51.218.730;4.397.311;thu-sun 13.30 - 18.00;49dc7c85-c2d4-4e3a-b2c6-5b5c5e4cdde3;8 apr 2009 10:29;;;;;;;;;
Fifty One Fine Art Photography;;03-289 84 58;51@telenet.be;http://www.gallery51.com/;Zirkstraat 20;Antwerpen;2000;BE;Belgium;51.223.004;4.400.953;tue-sat 13.00 - 18.30;49dc7cde-8b7c-4815-8740-54eb5e4cdde3;9 apr 2009 13:16;;;;;;;;;
Ottilia Pribilla Gallery;;0032(0) 485-391 838;info@ottiliapribillagallery.com;http://www.ottiliapribillagallery.com/;Kronenburgstraat 21;Antwerpen;2000;BE;Belgium;51.212.262;4.395.254;wed-sat 14.00 - 18.00;49dc7ecb-585c-43bb-a06e-5b5d5e4cdde3;8 apr 2009 10:39;;;;;;;;;
